50.810062	0.999434	
50.813535	1.001345	
50.817007	0.998908	
50.820479	1.002427	
50.823951	1.000565	
50.827423	1.000987	
50.830895	1.003424	
50.834367	1.000027	
50.837839	0.999259	
50.841312	1.002669	
50.844784	1.000225	
50.848256	0.999398	
50.851728	0.999771	
50.8552	1.00005	
50.858672	1.000229	
50.862144	0.999404	
50.865616	1.00032	
50.869089	1.001113	
50.872561	0.999532	
50.876033	1.000028	
50.879505	1.000103	
50.882977	0.99918	
50.886449	0.999934	
50.889921	1.000118	
50.893393	0.999201	
50.896865	0.999351	
50.900338	0.999117	
50.90381	1.000841	
50.907282	0.999486	
50.910754	0.994512	
50.914226	0.992654	
50.917698	0.992257	
50.92117	0.991999	
50.924642	0.992629	
50.928115	0.992353	
50.931587	0.993252	
50.935059	0.992796	
50.938531	0.997932	
50.942003	0.999058	
50.945475	1.000012	
50.948947	1.000347	
50.952419	0.99964	
50.955892	1.00039	
50.959364	0.999676	
50.962836	0.999713	
50.966308	1.00035	
50.96978	1.000727	
50.973252	1.000855	
50.976724	1.000345	
50.980196	1.000133	
50.983669	1.000326	
50.987141	1.00038	
50.990613	1.000588	
50.994085	1.000609	
50.997557	1.00074	
51.001029	0.999485	
51.004501	1.000599	
51.007973	1.00033	
51.011446	0.999808	
51.014918	0.999932	
51.01839	0.999213	
51.021862	0.998961	
51.025334	0.999309	
51.028806	1.001118	
51.032278	0.99981	
51.03575	0.999743	
51.039223	1.000462	
51.042695	1.00088	
51.046167	1.00094	
51.049639	1.000498	
51.053111	0.9993	
51.056583	1.000316	
51.060055	1.000128	
51.063527	1.00004	
51.066999	0.999605	
51.070472	0.99958	
51.073944	1.000516	
51.077416	1.000664	
51.080888	0.999767	
51.08436	0.999297	
51.087832	1.000532	
51.091304	1.000166	
51.094776	0.999185	
51.098249	1.000044	
51.101721	1.000409	
51.105193	1.00036	
51.108665	1.000651	
51.112137	0.998907	
51.115609	1.000135	
51.119081	0.999995	
51.122553	0.999447	
51.126026	0.998791	
51.129498	1.001669	
51.13297	0.999779	
51.136442	0.999835	
51.139914	0.999461	
51.143386	0.999909	
51.146858	0.999993	
51.15033	1.000946	
51.153803	1.000535	
51.157275	1.000131	
51.160747	1.000838	
51.164219	1.000537	
51.167691	0.99978	
51.171163	1.000281	
51.174635	1.000042	
51.178107	0.999418	
51.18158	1.000348	
51.185052	1.000588	
51.188524	1.000344	
51.191996	0.999138	
51.195468	0.999367	
51.19894	0.999182	
51.202412	1.000075	
51.205884	1.000338	
51.209356	1.000151	
51.212829	1.000242	
51.216301	1.000259	
51.219773	0.999977	
51.223245	1.000385	
51.226717	0.999357	
51.230189	1.000292	
51.233661	0.999891	
51.237133	0.999029	
51.240606	0.999658	
51.244078	0.999196	
51.24755	1.000407	
51.251022	0.999752	
51.254494	1.001254	
51.257966	0.999997	
51.261438	0.999999	
51.26491	0.999229	
51.268383	0.99966	
51.271855	0.999529	
51.275327	0.999974	
51.278799	1.000319	
51.282271	1.000671	
51.285743	1.000581	
51.289215	1.000437	
51.292687	1.000303	
51.29616	0.999436	
51.299632	0.999578	
51.303104	0.999241	
51.306576	0.99987	
51.310048	1.00049	
51.31352	0.999163	
51.316992	0.999825	
51.320464	1.000061	
51.323937	0.999919	
51.327409	0.999769	
51.330881	0.999727	
51.334353	0.999579	
51.337825	0.999832	
51.341297	0.999196	
51.344769	1.000201	
51.348241	1.000353	
51.351714	0.999583	
51.355186	1.000661	
51.358658	0.999529	
51.36213	0.999016	
51.365602	0.999904	
51.369074	1.000639	
51.372546	0.99927	
51.376018	1.00046	
51.37949	1.000373	
51.382963	1.000601	
51.386435	0.999671	
51.389907	1.000739	
51.393379	0.99897	
51.396851	1.000079	
51.400323	0.998932	
51.403795	1.000065	
51.407267	1.00073	
51.41074	0.999512	
51.414212	0.999623	
51.417684	1.000336	
51.421156	1.00119	
51.424628	1.000528	
51.4281	1.000154	
51.431572	1.000545	
51.435044	1.000001	
51.438517	0.99949	
51.441989	0.999773	
51.445461	0.999016	
51.448933	0.999784	
51.452405	0.999298	
51.455877	0.999177	
51.459349	1.000946	
51.462821	0.999404	
51.466294	0.99944	
51.469766	1.00006	
51.473238	1.001695	
51.47671	0.999911	
51.480182	0.999467	
51.483654	0.999323	
51.487126	0.999959	
51.490598	1.000179	
